measure_name,location_name,fips,race_name,sex_name,age_name,cause_name,year,metric_name,val,upper,lower
Deaths,Trinity County,6105,White,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Trinity County,6105,AIAN,Both,5 to 9,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Trinity County,6105,API,Both,5 to 9,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Tulare County,6107,Total,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tulare County,6107,Latino,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tulare County,6107,Black,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tulare County,6107,White,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tulare County,6107,AIAN,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tulare County,6107,API,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tuolumne County,6109,Total,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tuolumne County,6109,Latino,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tuolumne County,6109,Black,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tuolumne County,6109,White,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tuolumne County,6109,AIAN,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Tuolumne County,6109,API,Both,5 to 9,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Ventura County,6111,Total,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Ventura County,6111,Latino,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Ventura County,6111,Black,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Ventura County,6111,White,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Ventura County,6111,AIAN,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Ventura County,6111,API,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yolo County,6113,Total,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yolo County,6113,Latino,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yolo County,6113,Black,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yolo County,6113,White,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yolo County,6113,AIAN,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yolo County,6113,API,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yuba County,6115,Total,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yuba County,6115,Latino,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yuba County,6115,Black,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yuba County,6115,White,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yuba County,6115,AIAN,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Yuba County,6115,API,Both,5 to 9,Stomach cancer,2019,Rate,0,0,0
Deaths,Alameda County,6001,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Alameda County,6001,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Alameda County,6001,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Alameda County,6001,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Alameda County,6001,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Alameda County,6001,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Alpine County,6003,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Alpine County,6003,Latino,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Alpine County,6003,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Alpine County,6003,White,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Alpine County,6003,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Alpine County,6003,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Amador County,6005,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Amador County,6005,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Amador County,6005,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Amador County,6005,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Amador County,6005,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Amador County,6005,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Butte County,6007,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Butte County,6007,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Butte County,6007,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Butte County,6007,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Butte County,6007,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Butte County,6007,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Calaveras County,6009,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Calaveras County,6009,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Calaveras County,6009,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Calaveras County,6009,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Calaveras County,6009,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Calaveras County,6009,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Colusa County,6011,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Colusa County,6011,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Colusa County,6011,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Colusa County,6011,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Colusa County,6011,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Colusa County,6011,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Contra Costa County,6013,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Contra Costa County,6013,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Contra Costa County,6013,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Contra Costa County,6013,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Contra Costa County,6013,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Contra Costa County,6013,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Del Norte County,6015,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Del Norte County,6015,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Del Norte County,6015,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Del Norte County,6015,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Del Norte County,6015,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Del Norte County,6015,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,El Dorado County,6017,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,El Dorado County,6017,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,El Dorado County,6017,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,El Dorado County,6017,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,El Dorado County,6017,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,El Dorado County,6017,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Fresno County,6019,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Fresno County,6019,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Fresno County,6019,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Fresno County,6019,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Fresno County,6019,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Fresno County,6019,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Glenn County,6021,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Glenn County,6021,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Glenn County,6021,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Glenn County,6021,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Glenn County,6021,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Glenn County,6021,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Humboldt County,6023,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Humboldt County,6023,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Humboldt County,6023,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Humboldt County,6023,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Humboldt County,6023,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Humboldt County,6023,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Imperial County,6025,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Imperial County,6025,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Imperial County,6025,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Imperial County,6025,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Imperial County,6025,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Imperial County,6025,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Inyo County,6027,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Inyo County,6027,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Inyo County,6027,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Inyo County,6027,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Inyo County,6027,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Inyo County,6027,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Kern County,6029,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kern County,6029,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kern County,6029,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kern County,6029,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kern County,6029,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kern County,6029,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kings County,6031,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kings County,6031,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kings County,6031,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kings County,6031,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kings County,6031,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Kings County,6031,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lake County,6033,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lake County,6033,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lake County,6033,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lake County,6033,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lake County,6033,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lake County,6033,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Lassen County,6035,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lassen County,6035,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lassen County,6035,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lassen County,6035,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lassen County,6035,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Lassen County,6035,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Los Angeles County,6037,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Los Angeles County,6037,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Los Angeles County,6037,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Los Angeles County,6037,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Los Angeles County,6037,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Los Angeles County,6037,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Madera County,6039,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Madera County,6039,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Madera County,6039,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Madera County,6039,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Madera County,6039,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Madera County,6039,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Marin County,6041,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Marin County,6041,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Marin County,6041,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Marin County,6041,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Marin County,6041,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Marin County,6041,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mariposa County,6043,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mariposa County,6043,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mariposa County,6043,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Mariposa County,6043,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mariposa County,6043,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Mariposa County,6043,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Mendocino County,6045,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mendocino County,6045,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mendocino County,6045,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Mendocino County,6045,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mendocino County,6045,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mendocino County,6045,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Merced County,6047,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Merced County,6047,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Merced County,6047,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Merced County,6047,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Merced County,6047,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Merced County,6047,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Modoc County,6049,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Modoc County,6049,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Modoc County,6049,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Modoc County,6049,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Modoc County,6049,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Modoc County,6049,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Mono County,6051,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mono County,6051,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mono County,6051,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Mono County,6051,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Mono County,6051,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Mono County,6051,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Monterey County,6053,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Monterey County,6053,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Monterey County,6053,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Monterey County,6053,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Monterey County,6053,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Monterey County,6053,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Napa County,6055,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Napa County,6055,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Napa County,6055,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Napa County,6055,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Napa County,6055,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Napa County,6055,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Nevada County,6057,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Nevada County,6057,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Nevada County,6057,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Nevada County,6057,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Nevada County,6057,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Nevada County,6057,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Orange County,6059,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Orange County,6059,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Orange County,6059,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Orange County,6059,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Orange County,6059,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Orange County,6059,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Placer County,6061,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Placer County,6061,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Placer County,6061,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Placer County,6061,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Placer County,6061,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Placer County,6061,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Plumas County,6063,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Plumas County,6063,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Plumas County,6063,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Plumas County,6063,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Plumas County,6063,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Plumas County,6063,API,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,Riverside County,6065,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Riverside County,6065,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Riverside County,6065,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Riverside County,6065,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Riverside County,6065,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Riverside County,6065,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Sacramento County,6067,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Sacramento County,6067,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Sacramento County,6067,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Sacramento County,6067,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Sacramento County,6067,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Sacramento County,6067,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Benito County,6069,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Benito County,6069,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Benito County,6069,Black,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,San Benito County,6069,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Benito County,6069,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,NA,NA,NA
Deaths,San Benito County,6069,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Bernardino County,6071,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Bernardino County,6071,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Bernardino County,6071,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Bernardino County,6071,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Bernardino County,6071,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Bernardino County,6071,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Diego County,6073,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Diego County,6073,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Diego County,6073,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Diego County,6073,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Diego County,6073,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Diego County,6073,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Francisco County,6075,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Francisco County,6075,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Francisco County,6075,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Francisco County,6075,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Francisco County,6075,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Francisco County,6075,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Joaquin County,6077,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Joaquin County,6077,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Joaquin County,6077,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Joaquin County,6077,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Joaquin County,6077,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Joaquin County,6077,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Luis Obispo County,6079,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Luis Obispo County,6079,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Luis Obispo County,6079,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Luis Obispo County,6079,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Luis Obispo County,6079,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Luis Obispo County,6079,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Mateo County,6081,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Mateo County,6081,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Mateo County,6081,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Mateo County,6081,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Mateo County,6081,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,San Mateo County,6081,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Barbara County,6083,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Barbara County,6083,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Barbara County,6083,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Barbara County,6083,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Barbara County,6083,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Barbara County,6083,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Clara County,6085,Total,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Clara County,6085,Latino,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Clara County,6085,Black,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Clara County,6085,White,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Clara County,6085,AIAN,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
Deaths,Santa Clara County,6085,API,Both,10 to 14,Stomach cancer,2019,Rate,0,0,0
